,Hour of Day,,,,,,,,,,,,,,,,,,,,,,,
6/23/2022,6887,6203,6502,6520,6911,7675,8990,9247,9506,10379,9693,9523,9342,9069,8799,8764,8029,7738,8277,8179,7824,7340,7175,6746
6/24/2022,6587,6319,6137,6342,6556,7732,8735,9248,9089,9915,9745,9521,9373,9510,9325,9395,8601,7936,8155,8288,7756,7435,7283,6754
6/25/2022,6714,6549,6066,6331,6853,7441,8696,9098,9106,9959,9380,9402,8504,8517,8239,8256,7725,7284,7658,8043,7564,7105,7094,6658
6/26/2022,6596,6291,6149,6176,6474,7007,7358,8080,8729,9061,8849,8759,8424,8100,7754,7417,7097,7185,7223,7529,7169,6894,7024,6662
6/27/2022,6514,6487,6394,6534,6952,7810,9162,9745,9788,10618,10167,9679,9797,9404,9637,9486,8753,8296,8401,8408,7884,7555,7562,7006
6/28/2022,7052,6761,6816,7112,7531,8169,9708,9685,10294,11048,10862,10625,10732,10341,10471,10051,9280,8672,8631,8727,7919,7673,7581,7023
6/29/2022,7185,6658,6769,7049,7480,8708,9350,9764,10529,11407,11120,10943,11037,10657,10438,9876,8790,8092,8164,8316,7811,7632,7393,7024
6/30/2022,7016,6535,6712,6955,7599,8483,9622,10201,10589,11039,11083,10527,10317,9781,9705,9323,8518,8044,8238,8093,7632,7291,7033,6575
,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2022,6692,6649,6383,6589,7125,8050,9496,9937,10052,10855,10665,10398,10252,9433,9448,9272,8388,7961,8161,8122,7730,7288,7132,6710
7/2/2022,6709,6291,6389,6529,6828,7496,8655,9441,9416,10152,9901,9585,9384,9287,9344,9034,8210,8049,7997,8206,7740,7256,7177,6804
7/3/2022,6876,6565,6287,6790,6961,7349,8126,8500,8992,9514,9354,9076,8908,8403,8162,7721,7078,6283,6979,7376,6914,6688,6287,6223
7/4/2022,6259,6001,6149,6281,6698,7403,8862,9512,9942,10402,10227,9909,9305,8737,8658,8352,8022,7704,7873,7874,7392,7106,6963,6513
7/5/2022,6184,5878,6033,6164,6534,7382,8415,9137,9232,9998,9637,9022,8929,8306,8063,7750,7358,7223,7799,7853,7259,7166,6665,5976
7/6/2022,5826,5409,5698,5696,6322,6989,8470,9055,8738,9336,8830,8777,8611,7924,8204,8171,7703,7533,7791,7622,7282,6696,6272,5788
7/7/2022,5886,5731,5645,5882,5904,6730,7708,8803,8728,8909,8668,8490,8193,8058,8066,7863,7287,7409,7350,7456,7191,6600,6318,5779
7/8/2022,5928,5756,5507,5619,5801,6641,7962,8675,8691,8952,8500,8219,7908,7202,7084,7276,7001,6917,7566,7358,6856,6267,5717,5150
7/9/2022,5231,5178,5046,5173,5240,5930,6929,7536,7869,8221,7831,7700,7604,7177,6979,6771,6680,6640,6882,6799,6398,5740,5511,5235
7/10/2022,4882,4796,4735,4741,4997,5566,6455,6880,7070,7164,6628,6581,6736,5800,5602,5319,5544,5581,5911,6072,5622,5256,4904,4511
7/11/2022,4451,4330,4264,4372,4800,5554,7129,7880,7926,8034,7759,7163,7315,6961,7115,6795,6669,6510,7232,7163,6895,6191,5746,5243
7/12/2022,5061,4808,4875,4743,5173,6041,7514,7972,8110,7997,7769,7550,7198,6843,6817,6873,6760,6703,7094,7062,6714,6065,5611,5201
7/13/2022,4873,4824,4836,4855,5231,5888,7596,8103,7810,8055,7591,7496,7154,6777,6678,6818,6803,6882,7330,7308,6796,6170,5555,5225
7/14/2022,4986,4972,4841,4719,5271,5751,7381,7881,7698,7664,8075,7250,6642,6450,6384,6517,6399,6427,7036,7053,6656,6121,5556,5065
7/15/2022,4794,4727,4722,4778,5113,6104,7539,8272,8007,8414,8253,7665,7184,6984,7041,6945,6899,6801,7381,7362,7292,6176,5994,5248
7/16/2022,5277,5190,5006,5076,5320,6148,7302,7739,8057,8646,7967,7838,7447,7044,6908,6661,6495,6551,7024,7114,6701,6299,5862,5450
7/17/2022,5220,5235,5148,5185,5456,5870,6484,7195,7502,7642,7363,7126,7069,6709,6440,6431,6013,5892,6412,6550,6026,5698,5153,4906
7/18/2022,4754,4696,4676,4981,5170,6013,7439,7999,8142,8750,8120,8106,7411,7175,7337,7419,7236,7132,7357,6670,6732,6182,5900,5543
7/19/2022,5298,5168,5132,5191,5681,6338,8235,8990,8693,9180,8658,8760,8218,7837,7813,7958,7457,7256,7448,7512,7312,6769,6395,5866
7/20/2022,5978,5685,5498,5641,5956,6765,8483,9017,9104,9354,9146,9011,8879,8520,7680,7973,5767,6820,7516,7963,7140,6684,6302,5850
7/21/2022,5778,5780,5642,5597,5980,6709,8365,8981,9171,9189,9274,8931,8720,8580,8583,8485,8149,7712,8073,8085,7425,6912,6583,6454
7/22/2022,6144,5875,5773,5967,6337,7147,8927,9630,9619,10360,10140,9752,9241,8984,8723,8224,7871,7537,7596,7996,7426,6730,6684,6290
7/23/2022,6128,5815,5812,5880,6231,6950,8217,8710,9078,9565,9248,9123,8900,8613,8493,8122,7869,7584,7494,7791,7440,7001,6563,6219
7/24/2022,6179,5944,5827,5992,6166,6664,7111,7712,8272,8734,8539,8094,8058,7477,7538,7189,6769,6564,6748,7178,7055,6364,6063,5759
7/25/2022,5645,5413,5508,5690,5961,6784,8634,9394,9507,10106,9968,9860,9524,9115,9200,9079,8286,7662,7819,8271,7728,7355,6983,6616
7/26/2022,6288,6134,6033,6111,6376,7172,8702,9498,9667,9706,10173,9772,9862,9386,9471,9173,8767,8126,8388,8065,7780,7273,6786,6490
7/27/2022,6586,6373,6303,6363,6706,7258,8569,9111,9682,10295,10070,10218,9810,9510,9477,9051,8653,7949,8425,8008,7725,7461,6926,6316
7/28/2022,6216,5946,5979,5966,6215,6804,8521,8612,8821,8905,8866,8710,9023,8781,8802,8733,8217,8014,8282,8057,7915,7500,6785,6462
7/29/2022,6236,5958,5928,5939,6233,7030,8010,8541,9000,9668,9618,9586,9237,8831,9063,8885,8300,8133,8429,8051,7600,6898,6423,6252
7/30/2022,5943,5676,5555,5559,5797,6142,7030,7669,8070,8763,8482,8156,8502,8367,8493,8425,7764,7550,8376,8296,7346,6497,5994,5963
7/31/2022,5815,5674,5482,5466,5756,6084,6177,7008,7478,7712,7654,7533,7231,7082,6866,6904,6504,6516,6937,7069,7003,6283,5951,5520
,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2022,5351,5236,5192,5220,5620,6428,7531,8110,8153,8470,8391,7964,8138,7974,8189,8124,7747,7471,8163,7932,7749,6877,6353,5467
8/2/2022,5472,5292,5354,5230,5346,5796,7062,7331,7670,7844,7511,7347,7123,7077,7226,7485,7518,7436,7795,7129,7286,6824,6144,5850
8/3/2022,5640,5323,5207,5314,5564,5878,7387,7824,7889,8159,7657,7402,7404,7256,6775,7190,7281,7175,7489,7694,7163,6569,6137,5725
8/4/2022,5509,5391,5344,5350,5580,6299,7695,7987,8013,8073,7717,7508,7075,6925,7012,7191,7165,6894,7642,7579,7129,6525,6111,5578
8/5/2022,5341,5215,5247,5461,5836,6538,7276,8049,8302,8430,8072,7691,7431,6789,6555,6748,6439,6754,7148,7018,6690,6118,5527,5330
8/6/2022,5021,4894,4838,4856,5189,5653,6859,7090,7285,7329,6876,6476,6641,6380,6246,6144,6279,6401,6826,7145,6803,6358,5988,5444
8/7/2022,5161,4906,4510,4881,5013,5200,5925,6422,6693,6880,6449,5985,5926,5613,5386,5059,5083,5145,6059,6140,6096,5529,5019,4565
8/8/2022,4500,4336,4397,4277,4667,5456,6934,7395,7350,7746,7117,6786,6669,6198,6243,6231,6218,6247,6970,6574,6276,5410,4699,4361
8/9/2022,4119,4005,3941,3912,4299,4710,5852,6617,7428,7480,7146,6901,6546,5831,5751,5991,5814,5824,6610,6578,6107,5552,5133,4389
8/10/2022,4326,4199,3939,4055,4303,5068,6700,7162,7053,6734,6634,6503,6143,6032,6162,6102,6187,6227,7240,7210,6698,6085,5571,5048
8/11/2022,4771,4694,4675,4559,5007,5703,7245,7647,7614,7885,7438,7270,6950,6666,6979,6748,6716,6631,7381,7351,6948,6187,5574,5016
8/12/2022,4937,4760,4668,4833,5210,5898,7622,7897,7986,8239,8032,7850,7396,7130,7193,6957,6908,6688,7370,7572,7132,6580,5995,5489
8/13/2022,5568,5267,5243,5148,5463,6190,7315,7765,7983,8613,8374,7906,7313,7498,7478,7530,6987,6819,7476,7264,6906,6555,6096,5722
8/14/2022,5633,5331,5251,5125,5405,5893,6755,7125,7572,8268,8178,7959,7380,7306,7022,6689,6066,5952,6791,6777,6423,6055,5611,5327
8/15/2022,5049,5110,5008,5429,5654,6388,7259,7470,7433,8133,7963,7915,7615,7448,7201,6991,6422,6185,6585,6657,6468,6008,5739,5407
8/16/2022,5339,5129,4953,5351,5615,6346,7980,8538,8930,9817,9558,9428,8745,8979,9026,8730,8058,7766,8053,8054,7579,7138,6797,6600
8/17/2022,6363,6167,6046,6151,6367,7219,8549,9004,9381,10533,9838,9729,9834,9394,9721,9388,8549,8044,8238,8165,7790,7515,7142,6842
8/18/2022,6556,6289,6410,6293,6696,7456,8922,9424,9896,10634,10219,9960,9943,9844,9721,9400,8647,7957,8225,8099,7621,7180,7170,6687
8/19/2022,6684,6499,6470,6508,7141,7720,8848,9455,10043,11268,10816,10770,10570,10087,10172,9670,8647,7775,8075,8086,7724,7395,7526,6986
8/20/2022,6888,6670,6696,6839,7264,7875,8956,9097,9842,11042,10663,10529,10501,10100,10033,9510,8524,7853,8076,8197,7454,7132,7457,6997
8/21/2022,6941,6904,6828,6761,7225,7369,8138,8536,9309,10033,9313,9144,8856,8499,8102,7580,6587,6223,7183,7046,6831,6483,6559,6022
8/22/2022,6203,6158,6076,6181,6569,7155,8461,8963,9433,10400,10380,10171,10023,9719,9708,9177,8385,7427,7880,7945,7728,7094,7003,6721
8/23/2022,6607,6400,6314,6738,7056,7745,8849,9572,9849,10620,10382,10035,9928,9558,9551,9650,8754,8216,8173,8236,7739,7118,7119,6928
8/24/2022,6659,6421,6453,6797,6986,7853,9134,9968,10271,11209,11101,10966,10613,10429,9858,9689,8704,7886,8226,8045,7463,6967,7228,6432
8/25/2022,6531,6274,6209,6408,6891,7833,9107,9594,10080,10717,10744,10312,10188,9533,9606,9504,8957,8558,8437,8117,7873,7221,6977,6299
8/26/2022,6459,5844,5838,6259,6542,7177,8502,9336,9527,10085,10183,10502,10029,9660,9623,9237,8787,8248,8540,8259,7836,6965,6707,6207
8/27/2022,6059,5829,5552,5608,5985,6419,7763,8106,8365,8805,8692,8754,9102,8564,8591,8552,8287,7949,8119,7533,6874,6507,6164,6042
8/28/2022,5704,5555,5452,5667,5784,6063,6871,7403,7877,8205,7884,7773,7970,7769,7645,7303,6898,6938,7676,7544,7216,6842,6496,5866
8/29/2022,5830,5594,5635,5740,6020,6781,8160,8706,8714,9006,8915,8839,8558,8209,8353,8268,8126,7850,8433,7839,7473,7066,6847,6363
8/30/2022,6223,5923,5899,6019,6215,6711,7893,8415,8380,9045,8825,8543,8460,8240,8253,8273,8216,7886,8376,8298,7708,7205,6889,6398
8/31/2022,6094,5830,5947,5821,6209,6604,7571,7907,8208,8006,7998,7420,7151,6971,7065,6544,6296,6237,6887,6748,6500,5965,5546,5417
,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2022,5118,4998,4786,4931,4999,5834,7239,7521,7778,8229,8320,8335,8105,7611,7745,7767,7276,7350,8064,7630,7535,6717,6317,5927
9/2/2022,5766,5715,5409,5548,5629,6502,7900,8270,8277,8418,8620,8127,8005,7823,8069,7765,7594,7409,8332,7959,7585,7012,6627,6256
9/3/2022,6025,5870,5819,5886,5865,6918,8048,8500,8447,9052,8873,8701,8189,8198,8630,8180,7739,7616,8116,7819,7548,6787,6405,5929
9/4/2022,5843,5554,5517,5570,5649,6165,6832,7325,7800,8231,8089,7805,7853,7543,7372,7113,6720,6628,7118,7178,6775,6407,6246,5744
9/5/2022,5575,5428,5333,5277,5622,6173,7332,8052,7996,8350,8299,8252,7961,8077,8050,8033,7931,7502,7907,7618,6846,6487,6076,5637
9/6/2022,5472,5098,5264,5241,5185,5809,7119,7263,7515,7655,7434,7804,6937,7571,7550,7698,7631,7506,7897,7863,7302,6839,6399,5671
9/7/2022,5431,5263,5003,5104,5256,5698,7308,7895,7852,8141,7781,7725,7519,7444,7604,7595,7624,7519,7667,7366,7238,6633,6071,5647
9/8/2022,5448,5224,4948,5110,5678,6016,7462,8018,8013,8020,7981,7866,7478,7247,7115,7230,6971,7182,7679,7569,7084,6588,6072,5600
9/9/2022,5559,5262,5005,5324,5276,6171,7970,8186,8113,8201,7793,7735,7500,7148,7017,7156,6755,6839,7537,7569,7128,6624,6035,5585
9/10/2022,5380,5320,5237,4980,5176,5991,7020,7510,7641,7810,7285,7087,7008,6674,6594,6689,6522,6431,7668,6951,6626,6000,5567,5150
9/11/2022,4975,4867,4684,4717,4897,5036,5733,6386,6495,6572,6206,6067,5760,5518,5355,5225,5184,5337,6342,6097,5703,5176,4700,4343
9/12/2022,4288,4044,4055,4156,4189,4940,7136,7800,7628,7482,7502,7437,6771,6841,6907,6747,6535,6714,7296,7110,6558,6037,5658,5116
9/13/2022,4945,4912,5007,4946,5487,6188,7669,8180,7993,7996,7973,7661,7589,7257,7268,7107,6705,6929,7598,7177,7136,6478,5894,5573
9/14/2022,5212,5145,5069,5047,6178,6022,7704,8336,8148,8299,7883,7629,7248,7284,7598,7198,7011,6888,7494,7528,6974,6476,6237,5596
9/15/2022,5459,5241,5218,5107,5589,6172,7773,8381,8464,8901,8361,8307,7644,7054,7784,7680,7079,6927,7856,7475,7266,6603,6109,5672
9/16/2022,5552,5354,5226,5169,5655,6144,8113,8623,8371,8968,8864,8362,8484,7698,7879,7641,7586,7350,8046,7805,7141,6934,6539,5926
9/17/2022,5801,5550,5488,5675,6018,6695,8178,8466,8744,9703,9479,9144,9023,8950,8552,8416,7634,7416,7706,7627,6890,6632,6196,5874
9/18/2022,5893,5846,5681,5717,6336,6571,7265,8058,8423,9162,8857,8693,8561,8185,8109,7750,6984,6835,7209,7163,6489,6248,6110,5696
9/19/2022,5655,5487,5417,5311,6231,6947,8400,9234,9460,10391,10336,10094,9905,9280,9387,9007,8175,7609,8036,7620,7316,6932,6659,6295
9/20/2022,6143,5876,5938,5962,6406,7074,8687,9368,9477,10519,10244,9777,9845,9301,9331,9193,8343,8013,8395,8097,7549,7077,6971,6471
9/21/2022,6493,6160,5925,6072,6737,7300,9077,9457,10016,10921,10405,10177,9867,9670,9658,9455,8781,8268,8353,8100,7398,6972,7085,6632
9/22/2022,6497,6373,6167,6291,6951,7296,9017,9669,9942,11103,10930,10756,10465,10200,10128,9686,9117,8445,8711,8162,7603,7403,7302,6965
9/23/2022,6955,6446,6577,6618,7232,7903,9370,10048,10266,11714,11616,11410,11414,10552,10764,10313,9435,8284,8517,8377,7752,7537,7397,7038
9/24/2022,7041,6841,6750,6883,7432,7823,9302,9958,10151,11270,11168,11213,10909,10376,10281,10101,9336,8214,8606,8525,7505,7292,7291,6853
9/25/2022,6818,6441,6703,6623,7239,7837,8369,8900,9448,10926,11028,10970,10679,10355,9948,9367,8402,7387,7736,7184,6922,6870,6942,6629
9/26/2022,6401,6307,6273,6368,6966,7677,8639,9459,10122,10749,11260,11240,11061,10704,10532,10338,9522,8868,7900,7475,7692,7393,7457,7008
9/27/2022,6955,6610,6523,6572,7093,7644,9217,9768,9769,11032,11250,11357,10823,10401,10622,10206,9767,9020,8786,8503,8037,7844,7555,7408
9/28/2022,7373,6877,6824,6872,7656,8009,9276,9847,10453,11818,11723,11553,11245,10756,10382,10360,9616,8784,8928,8372,7514,7574,7795,7174
9/29/2022,6986,6729,6757,6747,7321,7746,8999,9812,10386,11335,11306,11329,11204,10793,10668,10028,9275,8451,8600,8077,7552,7166,7215,6885
9/30/2022,6670,6240,6049,6297,6889,7329,8593,9277,9674,10449,10342,10258,9979,9210,8730,8233,7996,7862,7656,7420,7023,6629,6380,5804
,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2022,5568,5344,5232,5070,5479,5988,7027,7642,7980,8261,8221,8298,8213,7760,7691,7614,7033,7047,7087,6865,6438,6191,6071,5493
10/2/2022,5178,5169,5139,5056,5740,5827,6469,6891,6928,6929,7190,7130,7113,6658,6753,6516,6326,6531,6979,6608,6106,5703,5618,5210
10/3/2022,4940,4874,4899,4995,5195,6003,6780,7775,7977,8444,8249,8377,8036,7860,7723,7728,7355,7393,7902,7410,6756,6199,5807,5509
10/4/2022,5191,5178,4986,5206,5503,6221,7169,7824,8064,8374,8368,8054,7868,7475,7334,7130,6729,6623,7149,6951,6538,5939,5798,5312
10/5/2022,5224,5050,5092,5063,5356,5858,6531,7066,7509,8011,7951,7791,7673,7469,7258,7042,6550,6384,6761,6430,6070,5829,5583,5261
10/6/2022,5019,4832,4763,4806,5204,5642,6777,7623,8206,9032,8963,8796,8299,8040,7728,7399,7166,6983,7335,7136,6625,6197,5630,5310
10/7/2022,5198,5047,4999,5159,5549,6125,7341,7977,8630,9205,8906,8592,8848,8102,8085,8123,7533,7209,7600,7414,6965,6701,6224,5788
10/8/2022,5740,5440,5483,5512,5971,6418,7436,7853,8284,8890,8787,8444,8370,8162,8307,8374,8051,7773,8278,7862,7511,7066,6744,6257
10/9/2022,5914,5737,5706,5752,6253,6620,7479,7829,8129,8789,8794,8818,8609,8218,7838,7782,7169,7198,7425,6976,6795,6443,6077,5803
10/10/2022,5527,5109,5159,5184,5515,6100,7487,8049,8312,8646,8625,8541,8513,8034,8012,7903,7886,7965,8208,7908,7386,6761,6366,6013
10/11/2022,5884,5348,5408,5471,5664,5510,7467,7777,8038,8229,8234,7983,7756,7602,7571,7585,7712,7839,8101,7979,7356,6704,6052,5734
10/12/2022,5637,5588,5438,5352,5502,5955,7399,8023,7967,8303,7878,7869,7708,7497,7576,7558,7689,7793,8088,7975,7153,6724,6184,6049
10/13/2022,5587,5228,5473,5303,5431,6006,7466,8012,7945,7848,7511,7582,7663,7452,7411,7616,7702,7881,8377,8009,7276,6736,6086,5657
10/14/2022,5370,5112,5245,5167,5368,5919,7447,7811,7965,8306,7908,7682,7686,6942,7021,7103,7419,7607,8068,7725,7189,6576,6139,5741
10/15/2022,5343,5192,5100,5252,5470,5909,7048,7456,7417,7766,7095,7000,6818,6539,6852,7215,7201,7417,7849,7485,6863,6269,5881,5587
10/16/2022,5322,5191,4979,5020,5204,5448,6228,6775,6919,6774,6678,6505,6022,5953,5957,5816,5723,6323,7144,6966,6720,6289,5797,5342
10/17/2022,5179,4871,4895,4846,5127,5942,7551,7998,7783,7965,7587,7611,7266,7048,7015,6881,7277,7501,7933,7858,7534,6895,6389,5876
10/18/2022,5745,5542,5307,5447,5812,6419,7771,8167,7860,8168,8082,7917,7539,7286,7211,6962,7280,7677,8093,8005,7317,6829,6254,5734
10/19/2022,5474,5414,5328,5395,5614,6146,7981,8068,7935,8095,7926,7905,7787,7433,7459,7608,7550,7903,8449,8064,7514,6660,6194,5781
10/20/2022,5404,5408,5289,5297,5549,6143,7664,7811,7794,7603,7736,7707,7416,7126,7257,7346,7262,7895,8390,8072,7378,6889,6073,5720
10/21/2022,5569,5427,5293,5452,5661,6515,8052,8310,8071,8105,7919,7800,7719,7256,7357,7569,7689,8030,8242,7994,7317,6555,6125,5599
10/22/2022,5445,5355,5457,5133,5498,5924,7115,7507,7609,7598,7525,7505,7257,6895,7109,7074,7042,7363,7709,7305,6862,6355,5982,5635
10/23/2022,5492,5332,5285,5232,5622,5622,6392,6812,6804,7210,6941,6649,6682,6315,6359,6147,6084,6582,7222,6746,6618,6089,5831,5446
10/24/2022,5229,4840,5018,4899,5055,5801,6704,6927,7224,7647,7316,7264,7071,6934,6874,6777,6643,6707,7232,6730,6216,5955,5628,5276
10/25/2022,5122,4875,4767,4867,5131,5555,6455,6936,7400,8064,8270,8106,7912,7704,7604,7478,7129,7281,8956,7617,6711,6259,5897,5522
10/26/2022,5392,5079,4992,5095,5418,5848,6843,7296,8458,8651,8606,8516,8131,7964,7958,7650,7298,7266,7581,6955,6843,6160,5909,5477
10/27/2022,5434,5110,5152,5184,5725,6411,7823,8277,8631,9235,9258,9094,8991,8778,8920,8680,8244,8154,8352,7855,7331,6749,6456,8007
10/28/2022,5960,5740,5667,5799,6003,6966,8534,8917,9135,10167,10292,10108,9914,9410,9558,9159,8752,8528,8532,8043,7557,6831,6549,5922
10/29/2022,5821,5607,5567,5695,5969,6819,8217,8681,8824,9838,9725,9736,9629,9318,9215,9059,8539,8175,8217,7788,7203,6784,6436,5791
10/30/2022,5606,5394,5340,5223,5583,6215,7243,7859,8200,9065,8874,8731,8684,8353,8277,8086,7538,7321,7394,7070,6554,6325,6135,5696
10/31/2022,5501,5227,5368,5449,5850,6731,8362,8821,8916,9750,9872,9776,9791,9401,9580,9346,8749,8702,8389,7881,7296,6738,6520,6175
,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2022,6101,5818,5733,5677,6256,6777,7074,7700,8368,9503,9496,9129,9155,8547,8231,8038,7458,7460,7282,7020,6716,6208,6043,5592
11/2/2022,5515,5256,5207,5307,5954,6815,8236,8845,9256,9834,9679,9598,9375,8805,8839,8628,8380,8146,8175,7722,6917,6592,6525,6085
11/3/2022,5877,5756,5692,5799,6252,7100,8574,9248,9458,9571,9355,8777,8894,8610,8923,8817,8542,8454,8381,7901,7466,6753,6617,6115
11/4/2022,5930,5701,5532,5629,6199,7299,9035,9457,9414,9895,9642,9517,9472,9288,9169,9173,8488,8557,8315,7865,7319,6702,6364,5912
11/5/2022,5851,5561,5719,5669,6125,6920,8776,8975,9287,9964,10058,9593,9134,9363,9516,9382,8877,8085,8149,7616,7126,6787,6621,6159
11/6/2022,6074,5969,5793,5874,6429,6732,7566,8188,8713,9673,9428,9337,8817,8729,8589,8385,7587,7530,7458,6944,6546,6503,6454,5911
11/7/2022,5884,5637,5693,5846,6270,7130,8887,9484,9489,10507,10365,10225,10019,10126,9880,9976,9384,8665,8646,8079,7566,7008,6862,6423
11/8/2022,6390,6026,6039,6111,6878,7513,8930,9604,9905,10959,10632,10382,10309,10136,10368,10219,9611,9210,9315,8663,7862,7492,7143,6579
11/9/2022,6394,6077,6182,6053,6836,7616,9156,8516,10561,11544,11291,10997,10612,10703,10695,10397,9522,8937,9254,8289,7799,7215,7244,6874
11/10/2022,6628,6360,6349,6480,7081,7643,9108,9832,10552,11630,11215,11155,11047,10739,10611,10481,9503,9243,8690,8297,7486,7257,7254,6862
11/11/2022,6662,6253,6215,6416,7121,7903,8803,10014,10777,11586,11138,10726,10759,10223,10177,9863,9224,9000,8550,7695,7242,6873,6828,6411
11/12/2022,6148,5796,5733,5964,6439,7104,8142,8930,9732,10478,9966,9871,9906,9532,9694,9293,8682,8533,8060,7495,7046,6450,6399,5989
11/13/2022,5701,5499,5302,5530,5885,6379,7348,8107,8635,9468,9428,9322,8937,8801,8522,8058,7559,7620,7600,6942,6580,6078,6071,5753
11/14/2022,5651,5510,5506,5610,6130,7080,9095,9704,10203,10556,10212,10367,10306,10318,10520,10015,9622,9244,8508,8089,7471,7029,7048,6665
11/15/2022,6545,6164,6064,6449,6899,7835,9450,9988,10151,11062,10887,10832,10437,10329,10255,10200,9684,9190,8548,8241,7776,7278,7221,6879
11/16/2022,6644,6323,6372,6580,7242,7868,9520,10390,10726,11521,11077,11112,10935,10618,10752,10506,9894,9326,8951,8361,7786,7385,7464,6817
11/17/2022,6854,6522,6435,6669,7196,8006,9417,10249,10644,11713,11047,10933,10929,10812,10954,10658,9890,9208,9074,8418,7706,7420,7550,7081
11/18/2022,6901,6506,6582,6707,7288,7868,9140,10285,10895,12059,11639,11475,11520,11096,11206,10880,9679,9172,8948,8131,7435,7270,7430,7082
11/19/2022,6783,6441,6556,6610,7270,7492,8567,9400,10383,11706,11990,11695,11748,11421,11227,11037,9976,9203,8852,7960,7359,7193,7392,6836
11/20/2022,6967,6250,6436,6734,7384,7436,7863,8681,10098,11057,10731,10971,10956,10565,10045,9525,8718,8034,7336,7139,6635,6579,6763,6239
11/21/2022,6336,5698,5779,5871,6763,7255,8841,9745,11035,12448,12292,12193,12218,11687,11513,11053,10151,9220,8964,8202,7688,7584,7665,6850
11/22/2022,6908,6633,6537,6586,7395,7502,8926,9916,11101,11666,11813,11592,11638,11154,11113,10744,10078,9224,9049,8318,7664,7488,7438,6884
11/23/2022,6496,6285,6329,6236,6903,7335,9092,10012,10595,11421,11486,11518,11373,10954,10865,10337,9742,9047,8355,7679,7537,7188,7083,6621
11/24/2022,6315,6039,5897,6140,6739,7088,8929,8631,10194,10634,10002,10159,10359,9919,9896,9921,9454,9023,8961,8185,7475,7116,7144,6583
11/25/2022,6468,6229,5963,6068,6618,7427,9023,9964,10383,11087,10863,11139,10783,10295,10135,9916,9583,8926,8827,7968,7460,7116,7183,6711
11/26/2022,6520,6229,6288,6410,6931,7462,8581,9279,10089,11160,11233,11058,11056,10734,10495,10155,9444,8767,8807,8120,7517,7253,7407,6850
11/27/2022,6723,6534,6250,6407,7064,7153,7758,8337,9326,10775,10757,10771,10728,10402,9952,9469,8540,7879,7703,7135,6763,6754,6949,6465
11/28/2022,6488,6328,6286,6420,6994,7417,8773,9554,10519,11572,11835,11652,11598,11255,11105,10839,9831,9133,8699,8006,7686,7399,7483,6952
11/29/2022,6861,6611,6585,6612,7317,7734,9063,9692,10430,11543,11641,11760,11369,11195,11066,10776,9952,9112,8717,8281,7523,7303,7436,6838
11/30/2022,6671,6388,6457,6488,6844,7366,8829,9614,10447,11743,11790,11718,11723,11528,11094,11025,10066,9369,8786,8172,7494,7268,7234,6852
,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2022,6829,6369,6497,6630,7188,7899,9205,9683,10843,12093,12112,11860,11844,11793,11498,11211,10412,8831,8738,7982,7358,7290,7423,6747
12/2/2022,7043,6677,6627,6803,7519,7730,9489,10190,10975,12561,12328,12502,12123,11623,11400,11246,10111,9045,8791,8202,7682,7570,7859,7293
12/3/2022,7131,6716,6562,6604,7380,7626,8928,9655,10709,12219,11943,12215,11944,11774,11655,11131,10326,8520,8582,8110,7566,7575,7687,7365
12/4/2022,7126,6751,6664,6871,7239,7508,8037,8705,10195,11498,11337,11464,11304,10921,11103,10502,9630,8364,7594,7361,6722,6813,7148,6960
12/5/2022,6789,6414,6430,6583,6999,9045,8989,9941,11696,12716,12552,12525,12368,12197,12071,11540,10750,9511,9259,8623,7838,7771,7975,7065
12/6/2022,6934,6751,6811,7061,7730,7956,9091,9916,11057,12719,12313,12015,12236,11969,11877,11456,10382,9408,9016,8359,7768,7845,7765,7324
12/7/2022,7314,6927,6858,7026,7767,8096,9441,10059,10918,11662,12582,12294,11867,11542,11662,11567,10553,9367,8711,8270,7735,7704,7783,7298
12/8/2022,7318,6928,6695,6776,7730,7827,9292,9952,10721,11634,12147,12122,12101,11695,11810,11460,10538,9416,8668,7790,7231,7223,7301,6850
12/9/2022,6685,6320,6352,6536,7289,7444,8821,9791,10736,12536,12490,12364,12202,11323,11468,10817,10115,8787,8346,8061,7518,7430,7361,6630
12/10/2022,6555,6280,6259,6648,6832,6990,7191,9137,10140,11483,10599,10719,10451,9941,9756,9163,8420,8094,7864,7228,6580,6052,5761,5589
12/11/2022,5244,4938,4796,4902,5219,5490,6403,7307,8122,8363,8405,7910,8078,7760,7152,7154,6773,6829,6890,6474,6020,5429,5161,4648
12/12/2022,4527,4535,4469,4475,4927,5884,7653,8614,9034,8991,8760,8860,8875,8594,8653,8341,7665,7575,7669,7441,6757,6287,5868,5426
12/13/2022,4997,4788,4950,5164,5398,6117,7828,9022,8973,9115,8467,8129,8346,7890,7908,8077,7695,8234,7988,7497,6840,6104,5808,5342
