,Hour of Day,,,,,,,,,,,,,,,,,,,,,,,
2/11/2022,8737,8570,8502,8538,8691,9005,8725,9916,10945,13498,13210,12701,12691,12421,12571,12431,10918,9488,9431,9088,8261,8584,9165,8695
2/12/2022,9029,8663,8569,8658,8565,9057,8573,9687,10351,13702,13638,13429,13200,13012,13218,12836,10775,9429,9316,8683,8069,8484,9263,8916
2/13/2022,9097,8669,8596,8725,8721,8876,8236,8856,10003,12948,13185,13063,12737,12536,12446,12104,9488,8395,8431,8502,7581,8205,8877,8140
2/14/2022,8487,8203,8134,8290,8796,8996,8925,10065,10844,13814,13787,13745,13379,13191,13016,13030,11198,9465,9817,8876,8690,9080,9730,8996
2/15/2022,9080,8726,8746,8824,8985,9429,9184,10222,11075,14142,13832,13697,13235,13388,13402,13025,11095,9755,9650,9103,8351,8810,9697,9014
2/16/2022,9233,8847,8908,8996,8907,9202,9594,10637,11540,13495,13833,13351,13233,13284,13562,12966,10947,9502,9630,9335,8644,9267,9529,9088
2/17/2022,9253,8932,8865,8894,8973,9523,9360,10471,13607,13856,13440,13251,13400,12823,13096,12672,10862,9674,9482,9222,8587,8862,9691,8878
2/18/2022,9127,8726,7138,8924,8182,9648,9681,10766,12152,13871,13912,13390,13242,13214,12985,12775,11210,9848,9481,9154,8686,8905,9650,9165
2/19/2022,9364,9083,9031,8916,8870,9612,9205,10478,11643,13828,13756,13495,13051,12843,13387,13093,10925,9737,9753,9051,8496,9046,9846,9291
2/20/2022,9432,9101,9157,9027,9032,9363,8700,8678,12682,13323,13139,12642,12228,12328,12186,11910,9928,8764,8849,8573,7914,8655,9485,8595
2/21/2022,8930,8725,8398,8460,8594,9202,9086,10193,11936,14311,13931,13651,13565,13301,13896,12939,10681,9613,9697,9536,9154,9145,10070,9570
2/22/2022,9694,9201,9231,9193,9262,9881,9523,10794,11925,14309,14092,14204,13916,13684,13585,13360,11200,10067,10027,9500,8943,9377,10350,9344
2/23/2022,9824,9308,9218,9209,9394,10179,9970,10888,12161,14196,14020,13830,13853,13659,13609,13354,11498,9739,9739,9664,8910,9114,10188,9420
2/24/2022,9521,9239,9003,9247,9367,9638,9705,10660,12182,14333,14306,13924,13973,13648,13755,13615,12393,9988,9795,9344,9108,9181,9406,9363
2/25/2022,9667,9292,9188,9262,9705,9997,9540,10746,11216,12903,13458,14674,14445,13814,13654,13740,11906,10490,9820,9242,8983,9091,10012,9361
2/26/2022,9475,9278,9200,9160,9244,9818,10185,10495,12143,14079,14210,13739,13501,13247,13714,13337,10699,9843,9561,9149,8672,9006,9977,9435
2/27/2022,9377,9015,8920,8950,9145,9534,8914,9764,11364,13826,13780,13475,13426,13049,12865,12346,10189,9197,9060,8657,8091,8534,9604,8910
2/28/2022,8953,8797,8424,8814,8807,9430,9508,10737,12255,14184,14421,14273,13741,13893,13963,13430,11456,9981,9889,9491,8972,9293,10188,9593
,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,9786,9306,9287,9127,9446,9877,9284,10806,12360,14759,14521,13984,14317,13892,13658,13198,11497,10140,9798,9163,8710,8960,10236,9410
3/2/2022,9711,9117,9080,9290,9508,10000,9578,10722,12100,14124,14096,13960,13996,13699,13595,13342,11507,10045,9973,9441,8887,9222,10187,9565
3/3/2022,9593,9590,9264,9272,9409,10083,9793,10865,12199,13882,13444,12595,11825,12145,12265,12394,11170,9943,9966,9615,9059,9285,10106,9648
3/4/2022,9717,9028,9150,9153,9406,10057,10051,11085,12081,13409,14180,13792,13717,13077,13022,13118,11828,10118,10222,9861,9236,9628,10429,9931
3/5/2022,9913,9812,9643,9515,8929,10326,10449,11088,12543,14292,13817,13177,13632,13506,13660,13360,11617,10129,10482,10047,9442,9948,10910,10341
3/6/2022,10088,9682,9578,9754,9709,10088,9400,10156,11468,13497,13119,12647,12481,12477,12325,12057,10470,9436,9078,8959,8351,8947,9564,9514
3/7/2022,9519,9113,9061,9218,9392,10108,10003,11204,12438,13814,13508,14252,13499,12877,13069,13215,11541,10623,10019,9790,9586,9672,10392,9744
3/8/2022,9701,9386,9259,9642,9820,10509,10508,11290,12366,14037,14039,13617,13588,13595,13752,13384,11499,10200,9478,9396,9086,9113,9498,10130
3/9/2022,10326,9832,9750,9889,10080,10437,10313,11158,12483,14107,13798,13747,14370,13652,13717,13159,11789,10475,10292,9935,9571,10077,10806,10490
3/10/2022,10495,9614,9907,9958,10203,10949,10779,11640,12545,14605,14454,14046,14004,13858,13987,12965,11764,10337,10350,10118,9660,10141,11010,10124
3/11/2022,10668,10258,10020,10131,10406,10908,10880,11787,14541,13923,14462,14164,14250,13932,14118,13964,12359,10532,10352,10149,9629,10097,11158,10481
3/12/2022,10478,10244,9969,9969,10104,10472,10472,11039,12450,14364,13990,14055,13749,13848,13773,13787,12321,10545,10227,10000,9563,9862,11046,10305
3/13/2022,10477,9775,9678,9733,10155,10641,10097,10594,11923,13191,13010,12814,12370,12260,12044,11882,10368,9545,9145,9678,8994,9635,10588,10003
3/14/2022,10077,10053,9635,9950,10061,10479,10710,11464,12665,14342,14497,13704,13664,13815,14037,14017,12114,10431,10337,10249,9943,10250,10809,10321
3/15/2022,10844,10137,9974,10171,10125,10596,10919,11532,12907,14238,14087,13883,13481,13167,12603,13015,12251,10890,10401,10116,9708,10266,11165,10684
3/16/2022,10885,10225,10081,10133,10226,10616,10267,11408,12799,14433,14193,14043,13511,12833,13215,13427,12383,10808,10675,10517,9965,10397,11487,10882
3/17/2022,11030,10251,10221,10098,10664,10604,10941,11875,13086,14712,14797,14443,13874,13606,13951,13917,12315,11159,10488,10484,9867,10397,11536,10661
3/18/2022,10349,9954,9759,10162,10310,10365,10753,11593,12686,14747,14818,14460,14252,13886,13864,13653,11323,9899,9664,9386,8995,9630,10586,10034
3/19/2022,10130,9514,9564,9812,9725,10200,10096,11025,12234,14216,14177,14010,13605,13718,13680,12552,10055,8894,8737,8425,8362,8845,9771,9309
3/20/2022,9319,8816,8743,8762,9168,9335,9142,9547,10607,11529,11810,11960,11987,12014,12402,11250,10019,9234,8995,8825,8568,9177,9922,9503
3/21/2022,9437,9050,8852,8849,9091,9780,10120,10751,11934,13660,13510,13383,13187,13270,13629,12950,11721,9666,9825,9417,8653,8719,9403,8956
3/22/2022,8826,8263,8300,8192,8334,8957,9706,10459,11541,13125,13005,13067,13121,12859,12863,12871,11298,10177,9916,9614,9134,9569,10377,9641
3/23/2022,9687,9463,9123,9200,9252,9841,10473,11064,12730,13699,13426,13232,13079,13030,13152,12810,10855,10060,10170,9731,9201,9487,9796,9705
3/24/2022,9026,8668,8617,8500,8810,9350,9926,10868,11814,13360,13122,13175,13273,12798,13012,12560,10782,9978,9933,9346,9048,8979,9578,8951
3/25/2022,9004,8833,8382,8566,8644,9287,10004,10632,11483,13220,13260,13050,12885,12834,12923,12042,11016,10068,9862,9617,9047,9419,9937,9381
3/26/2022,9386,8992,8835,8908,8904,9524,9696,10531,11708,13137,13065,13117,13074,12809,12891,12644,11057,10031,9933,9502,9058,9042,10096,9347
3/27/2022,9561,9229,8755,8924,9077,9316,8977,9414,10886,12409,12624,12419,12381,12248,11861,11608,9931,9008,8986,8892,8571,8881,9707,9675
3/28/2022,9079,8656,8638,8789,8997,9481,9717,10386,11612,13414,13442,13761,13383,13323,12953,11495,10917,10287,9914,9655,9102,9428,9787,9213
3/29/2022,9832,9555,9302,9233,9293,9767,10263,10730,11743,13610,13948,13708,13707,13364,13468,12789,11443,10168,10332,9750,9493,9570,9996,9795
3/30/2022,9654,9383,9339,9343,9387,10137,10091,10791,12165,13792,14209,13993,14037,13514,13641,13186,11577,10368,10282,10002,9613,9612,9976,9905
3/31/2022,9696,9429,9210,9552,9397,9996,10289,11892,12282,13875,13831,13773,13630,13669,13580,13514,11824,10640,10516,10334,9790,10201,10851,10015
,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2022,10007,9836,9577,9828,9846,10580,10583,10900,12534,14058,14416,14465,14063,13607,13405,13500,11652,10398,9881,9497,9137,9353,10659,9700
4/2/2022,9548,9400,9081,9196,9556,10036,9960,10158,11598,13463,13455,13015,13079,12676,12569,12088,10249,9008,8809,8642,8092,8230,9402,9141
4/3/2022,8814,8711,8720,8968,9084,9555,9169,9362,10729,12422,12851,12719,12665,12157,12204,11693,10170,9128,8701,8697,8314,8699,9680,9202
4/4/2022,9332,9209,8978,9194,9209,9792,9787,10461,11942,13975,14166,14197,13922,13742,13915,13522,11747,10748,10367,10072,9573,9749,10518,10202
4/5/2022,10211,9882,9465,9707,9851,10423,10362,11011,12480,14199,14089,13994,13032,13852,13819,12675,11985,10668,10018,9749,9213,9379,10121,9436
4/6/2022,9723,9480,9385,9432,9551,10058,10232,10835,12387,13735,14175,14112,13889,13835,13865,13552,11802,10468,10179,10119,9677,10137,10591,9858
4/7/2022,9795,10021,10168,10097,10173,10584,10665,11395,12910,14222,14542,14222,13870,13623,13958,13459,11827,10351,10310,9902,9463,9830,10467,10071
4/8/2022,10245,10172,10022,9741,10030,10550,10375,11250,12990,14493,14725,14570,14000,13946,14105,13726,12089,10610,10460,10141,9610,10227,10904,10417
4/9/2022,10605,10335,10195,10276,10315,10480,10621,11026,12313,14102,14196,14233,13985,13826,13761,13127,10566,9737,9809,9181,9037,9524,9985,9880
4/10/2022,10283,9875,9682,9861,9938,10067,9806,10302,11534,13100,13202,12713,12697,12600,12499,11840,10266,8488,8603,8543,8198,8765,9804,9287
4/11/2022,9411,9046,8972,8962,9290,9473,9674,10387,11854,13634,13802,13552,13511,13295,13299,12965,11247,10083,10047,10067,9727,9988,10545,10064
4/12/2022,10629,10155,10084,10011,9867,10145,10108,10535,12298,13359,13582,13384,12636,12474,13166,13332,11419,10202,10044,9477,9410,9560,9860,9726
4/13/2022,10140,9398,9362,9490,9466,9972,10002,10542,11894,14198,14219,14162,13952,13777,13310,12007,9990,9247,9080,8719,8290,8015,8721,8462
4/14/2022,8433,8441,8131,8413,8293,8616,9019,9521,10486,12113,12419,12356,12359,12320,12500,11920,10688,9407,8975,7807,7225,7018,7258,6901
4/15/2022,6731,6203,6365,6485,6565,6837,7416,7944,9044,10432,10884,11124,11520,11377,11581,10945,10021,9177,9088,8677,8272,8219,8259,7956
4/16/2022,7920,7432,7590,7774,7938,8304,8757,9114,10052,11550,11234,11222,11493,11349,11075,10067,8492,7697,7791,7480,7084,6901,7225,6944
4/17/2022,6986,6648,6573,6824,6822,7084,7337,7689,8419,9269,9775,9918,9676,9759,9825,9169,8207,7623,7668,7689,7512,7302,7327,7144
4/18/2022,7046,6894,6798,6850,6769,7432,8005,8641,9501,10772,10411,11116,10981,10661,10880,10600,9573,8820,8171,8149,7553,7456,7534,7183
4/19/2022,7098,6768,6638,6821,6788,7455,8270,8718,9637,10442,10478,10500,10622,10444,10728,10516,9516,8328,8513,8113,7850,7541,7759,7170
4/20/2022,7178,6758,6692,6589,6565,7150,7965,8477,9228,10137,10441,10283,10484,10066,10461,10436,9663,8801,9022,9003,8350,8331,8265,8122
4/21/2022,8433,8283,8112,8156,8262,8673,8906,9388,10100,11416,11491,11210,11320,11140,11491,10910,10036,9076,9293,9360,8879,8621,8438,8282
4/22/2022,8198,8039,7932,8204,8076,8489,9051,9454,10375,12167,12185,12102,12094,11701,11831,11098,10235,9260,9205,9142,8614,8749,9123,8794
4/23/2022,8695,8331,8110,7964,8265,8765,9747,9483,10361,11644,11894,12188,12163,11923,11799,11152,10272,9361,9516,9464,9054,9174,9405,9087
4/24/2022,9174,8737,8510,8496,8566,8626,8561,8949,9688,10804,10749,10750,10764,10509,10531,10094,9102,8295,8888,8701,8410,8636,9101,8729
4/25/2022,9005,8723,8505,8778,8768,9217,9446,10013,11651,12903,13056,12967,12750,12403,12379,11531,10317,9230,9221,8757,8536,8852,8885,8805
4/26/2022,8604,8415,8132,8056,8316,8579,9155,9457,10780,12342,12372,12650,12253,12522,12815,12138,10867,9993,9768,9421,9406,9558,9235,9018
4/27/2022,9845,9487,9364,9262,9533,9723,9685,10155,11209,13222,13226,13095,12885,12399,12574,12336,11076,10350,9996,9815,9663,9546,9475,9469
4/28/2022,9419,9117,9149,9476,9676,9901,10064,10437,11765,13755,13871,13523,13405,13024,13131,12014,10537,8795,9141,8931,8462,8384,9063,8686
4/29/2022,8935,8592,8422,8673,8619,8841,9086,9522,10637,12375,12370,13387,12387,12350,11998,11173,10199,8849,8677,8811,8583,8378,8591,8243
4/30/2022,8093,7902,7695,7995,8591,9062,9035,9912,10658,12070,12220,12879,12865,12651,12552,11029,10571,9828,10089,9709,9131,8665,8555,8667
,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2022,8707,8725,8454,8489,8354,8625,8342,8250,9331,10500,11009,11073,10863,10626,9784,9074,8387,7884,7663,7690,7467,7487,7722,7508
5/2/2022,7776,7370,7374,7521,7642,8091,8622,9166,9963,11340,11550,11757,11985,11826,12012,11683,10714,9885,9754,9609,9143,9012,9309,8824
5/3/2022,8827,8713,8258,8768,9051,9478,9910,10158,10958,12059,12250,12118,12017,11876,11720,11578,10232,9387,9111,9156,8398,8243,8531,8439
5/4/2022,8642,8526,8179,8207,8352,8805,9257,9634,10748,12075,12160,12108,12260,12180,11878,11234,9956,8455,8787,8629,8329,8061,8290,8141
5/5/2022,8035,7469,7312,7451,7497,8126,8418,8919,9797,11123,11296,10930,10974,10884,10109,9770,9158,8392,8921,8728,8221,8012,8139,7975
5/6/2022,7831,7595,7599,7713,7601,7949,8810,9217,9789,10884,11041,11082,10742,10570,10726,10128,9047,8475,8856,8682,8263,8137,8385,7849
5/7/2022,7893,7740,7496,7505,7628,8109,8434,8907,9601,10542,10397,10301,10294,10357,10730,10474,9469,8854,8923,8571,8379,8155,8158,8087
5/8/2022,8006,7681,7562,7756,7773,7915,8191,8225,8501,9495,9553,9596,9919,9523,9510,8762,7727,7064,7393,7411,7233,7445,7461,7224
5/9/2022,7242,6848,6869,6771,6970,7572,8046,8721,9407,10390,10444,10467,10404,10138,10324,10248,9446,8789,9211,9126,7974,7567,7804,7488
5/10/2022,7409,7176,7039,6959,7249,7787,8386,8941,9566,10291,10020,10048,10134,9550,9748,9629,8939,8486,8852,8692,8251,7959,7789,7421
5/11/2022,7238,6918,6728,7090,6896,7408,8266,8955,9357,10153,9695,9553,9358,8953,9032,8843,8111,7735,8162,8035,7732,7144,6919,6468
5/12/2022,6474,6338,6037,6168,6483,6629,7217,7647,8835,9367,8979,9416,9264,9200,9314,9251,8413,8094,8391,8059,7406,6673,6312,6019
5/13/2022,5883,5474,5432,5430,5798,6273,7772,8240,8872,9407,9244,9151,9148,8878,9160,9186,9146,8633,8700,8432,7942,7424,7500,7159
5/14/2022,6861,6493,6405,6409,6917,7337,8086,8634,9070,9793,9660,9651,9675,9458,9415,9311,8368,7893,8149,8217,7720,7449,7520,7101
5/15/2022,7118,6882,6604,6541,6693,6965,7437,7873,8219,8974,8935,8774,8716,8438,8456,8184,7494,7314,7585,7804,7457,6945,7241,7015
5/16/2022,6793,6465,6337,6474,6689,7451,8469,9129,9555,10483,10436,10358,10470,10144,10172,10004,8774,7755,7762,8187,7502,7015,7031,6660
5/17/2022,6450,6265,6321,6478,6661,7383,8161,8437,8804,9704,9750,9761,9481,9571,9401,9079,8091,8106,7638,7752,6969,6182,5990,5637
5/18/2022,5572,5433,5337,5196,5440,6037,7077,7761,8224,8455,8637,8598,8651,8494,8280,8488,8288,8107,8103,7874,7417,6896,6821,6151
5/19/2022,5915,5663,5556,5610,5772,6216,6896,7639,7870,7968,8137,7958,7712,7809,7526,7337,7164,7111,7302,7411,6859,6319,5813,5387
5/20/2022,4997,4706,4697,4569,4808,5598,6684,7222,7590,7459,7460,7404,7249,6724,6790,7442,6625,6738,7530,7314,6788,6355,5965,5213
5/21/2022,5158,5024,4975,4857,4927,5421,6555,7312,7409,7473,6994,7192,6750,6618,6683,6705,7161,7061,7319,7259,6757,6290,5882,5124
5/22/2022,5329,5021,4861,4923,5145,5665,6221,6759,7487,7392,6927,6665,6294,6125,5923,5875,5868,6208,6568,6809,6660,6058,5615,5431
5/23/2022,5325,5167,4992,5125,5499,6361,7488,8064,8479,8404,8661,8736,8147,7700,8315,7940,7614,7631,7818,8034,7621,7180,6921,6410
5/24/2022,6243,6040,5858,6074,6209,6975,7848,8197,8146,9143,8892,8827,8664,8485,8737,8631,8235,8050,8263,8170,7678,7118,7078,6809
5/25/2022,6774,6560,6535,6556,6725,7598,8091,8869,9054,9710,9714,9732,9703,9418,9506,9425,8602,8233,8671,8644,8222,7843,7739,7370
5/26/2022,7278,7101,6965,7021,7030,7926,8204,9155,9630,10547,10473,10480,10259,9817,9630,9406,8696,8403,8469,8313,8032,7764,7775,7541
5/27/2022,7155,6794,6783,6750,7042,7707,8690,9202,9608,10301,10700,10512,9656,9356,9584,9584,8931,8433,8589,8480,8213,7888,7828,7773
5/28/2022,7595,7247,6990,7318,7468,8006,8500,8859,9493,10649,10614,10735,10643,10251,10361,10255,9282,8490,8702,8808,8258,8133,8228,7781
5/29/2022,7815,7638,7416,7386,7550,7921,8209,8486,9193,10155,10095,10277,9870,9497,9569,9119,8265,7901,7792,8339,7935,7833,8049,7942
5/30/2022,7903,7432,7364,7493,7703,8564,9346,9847,10651,11705,11911,11704,11723,11246,11652,11249,10084,9019,9156,9062,8481,7865,8542,8176
5/31/2022,8053,7605,7428,7594,7877,8470,9113,9569,10289,11295,11715,11581,11346,11031,11137,10963,9609,8883,9025,8814,8137,7894,8286,7637
,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2022,7479,7350,7215,7086,7283,7839,8661,9281,9921,10810,11000,10858,10929,10730,10825,10582,9573,8791,8813,8549,8255,7922,8101,7645
6/2/2022,7580,7361,7146,7337,7459,8136,8991,9409,10090,11095,10996,10883,11004,10908,10824,10255,9221,8188,7891,7624,7425,7019,6780,6443
6/3/2022,6495,6399,6404,6523,6506,7257,8556,9151,9785,10475,10482,10416,10430,10443,10583,10544,9712,8812,7867,7840,7245,6984,7121,6644
6/4/2022,6510,6144,6043,6331,6545,7100,8164,8495,9198,10192,10234,10257,10268,10276,10329,10431,9685,8891,8519,8655,8389,7747,7848,7546
6/5/2022,7186,6969,6851,6748,6901,7362,7763,8218,8845,9619,9724,9679,9627,9502,9410,8929,7860,7323,7355,7476,7169,6542,6256,5628
6/6/2022,5585,5231,5383,4971,5152,5793,6897,7667,8170,8799,9133,9252,9418,9317,9410,9440,9073,9341,8729,8644,8077,7560,7442,6859
6/7/2022,6664,6340,6228,6411,6450,7310,8393,8806,8995,9560,9306,9124,8812,8847,9005,8808,8602,8702,8177,8100,7608,7405,7338,7013
6/8/2022,6623,6611,6410,6395,6529,7021,8317,8864,9205,9586,9494,9346,9310,9108,9417,9413,8376,7730,7956,7865,7621,7293,7151,6797
6/9/2022,6827,6548,6595,6637,6856,7472,8612,8593,9020,9587,9129,9588,9638,9276,9677,9761,8967,8450,8570,8656,8174,7764,7861,7408
6/10/2022,7274,7084,7028,6957,7252,8028,9255,9850,9841,10791,10534,10503,10265,9906,9962,9580,8740,8181,8436,8335,7992,7749,7936,7513
6/11/2022,7449,7213,7103,7168,7363,7992,8701,9067,9767,10681,10633,10504,9929,9593,9470,9376,8393,7821,8156,8197,7681,7883,8012,7502
6/12/2022,7677,7495,7289,7282,7770,7922,7690,8665,9229,10134,9948,9672,9445,9079,8738,8197,7151,6622,7342,7420,7063,7022,7248,6765
6/13/2022,6898,6437,6548,6479,6621,7870,8552,8011,9676,10924,11147,10948,10846,10586,10721,10662,9425,8777,8447,8607,8388,8106,8157,7853
6/14/2022,7813,7559,7395,7660,7757,8267,9407,10218,10798,11533,11781,11736,11325,11039,10985,10722,9403,8623,8344,8351,7851,7497,7775,7392
6/15/2022,7176,6943,6846,6745,7050,7715,9253,9731,10013,10930,10551,10331,10105,9775,9934,9936,9093,8051,8415,8728,8405,7951,7920,7498
6/16/2022,7423,7101,7100,7073,7248,8040,9310,9852,10303,10951,10740,10224,10359,10011,10312,10036,9000,8272,8525,8550,7944,7542,7702,7188
6/17/2022,6989,6580,6612,6640,6856,7719,9004,9535,9709,10447,10601,10502,10282,10039,10061,9584,9161,8438,8478,8606,7982,7464,7389,7289
6/18/2022,7220,6900,6794,6842,7011,7619,8545,9168,9516,10277,10251,9926,10016,9675,9293,8935,7889,7873,8052,8104,7623,7214,7282,6990
6/19/2022,6856,6598,6548,6552,6686,6956,7617,8110,8393,8964,8563,8505,8446,8029,7879,7538,7011,6746,7268,7370,6920,6653,6739,6599
6/20/2022,6451,6190,5979,6091,6244,7267,8023,8919,8830,9908,9816,9826,9620,9209,9049,8750,8376,7930,8403,8222,7905,7373,7380,7061
6/21/2022,6852,6622,6493,6605,6768,7350,8249,9037,9362,10025,9710,9149,8855,8014,8193,7988,7646,7764,8113,8155,7648,7276,7113,6662
6/22/2022,6485,6781,6298,6537,6667,7318,8732,9203,9353,9888,9735,9162,8870,8449,8386,8402,7735,7688,8078,8299,7754,7390,7387,6840
6/23/2022,6887,6203,6502,6520,6911,7675,8990,9247,9506,10379,9693,9523,9342,9069,8799,8764,8029,7738,8277,8179,7824,7340,7175,6746
6/24/2022,6587,6319,6137,6342,6556,7732,8735,9248,9089,9915,9745,9521,9373,9510,9325,9395,8601,7936,8155,8288,7756,7435,7283,6754
6/25/2022,6714,6549,6066,6331,6853,7441,8696,9098,9106,9959,9380,9402,8504,8517,8239,8256,7725,7284,7658,8043,7564,7105,7094,6658
6/26/2022,6596,6291,6149,6176,6474,7007,7358,8080,8729,9061,8849,8759,8424,8100,7754,7417,7097,7185,7223,7529,7169,6894,7024,6662
6/27/2022,6514,6487,6394,6534,6952,7810,9162,9745,9788,10618,10167,9679,9797,9404,9637,9486,8753,8296,8401,8408,7884,7555,7562,7006
6/28/2022,7052,6761,6816,7112,7531,8169,9708,9685,10294,11048,10862,10625,10732,10341,10471,10051,9280,8672,8631,8727,7919,7673,7581,7023
6/29/2022,7185,6658,6769,7049,7480,8708,9350,9764,10529,11407,11120,10943,11037,10657,10438,9876,8790,8092,8164,8316,7811,7632,7393,7024
6/30/2022,7016,6535,6712,6955,7599,8483,9622,10201,10589,11039,11083,10527,10317,9781,9705,9323,8518,8044,8238,8093,7632,7291,7033,6575
,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2022,6692,6649,6383,6589,7125,8050,9496,9937,10052,10855,10665,10398,10252,9433,9448,9272,8388,7961,8161,8122,7730,7288,7132,6710
7/2/2022,6709,6291,6389,6529,6828,7496,8655,9441,9416,10152,9901,9585,9384,9287,9344,9034,8210,8049,7997,8206,7740,7256,7177,6804
7/3/2022,6876,6565,6287,6790,6961,7349,8126,8500,8992,9514,9354,9076,8908,8403,8162,7721,7078,6283,6979,7376,6914,6688,6287,6223
7/4/2022,6259,6001,6149,6281,6698,7403,8862,9512,9942,10402,10227,9909,9305,8737,8658,8352,8022,7704,7873,7874,7392,7106,6963,6513
7/5/2022,6184,5878,6033,6164,6534,7382,8415,9137,9232,9998,9637,9022,8929,8306,8063,7750,7358,7223,7799,7853,7259,7166,6665,5976
7/6/2022,5826,5409,5698,5696,6322,6989,8470,9055,8738,9336,8830,8777,8611,7924,8204,8171,7703,7533,7791,7622,7282,6696,6272,5788
7/7/2022,5886,5731,5645,5882,5904,6730,7708,8803,8728,8909,8668,8490,8193,8058,8066,7863,7287,7409,7350,7456,7191,6600,6318,5779
7/8/2022,5928,5756,5507,5619,5801,6641,7962,8675,8691,8952,8500,8219,7908,7202,7084,7276,7001,6917,7566,7358,6856,6267,5717,5150
7/9/2022,5231,5178,5046,5173,5240,5930,6929,7536,7869,8221,7831,7700,7604,7177,6979,6771,6680,6640,6882,6799,6398,5740,5511,5235
7/10/2022,4882,4796,4735,4741,4997,5566,6455,6880,7070,7164,6628,6581,6736,5800,5602,5319,5544,5581,5911,6072,5622,5256,4904,4511
7/11/2022,4451,4330,4264,4372,4800,5554,7129,7880,7926,8034,7759,7163,7315,6961,7115,6795,6669,6510,7232,7163,6895,6191,5746,5243
7/12/2022,5061,4808,4875,4743,5173,6041,7514,7972,8110,7997,7769,7550,7198,6843,6817,6873,6760,6703,7094,7062,6714,6065,5611,5201
7/13/2022,4873,4824,4836,4855,5231,5888,7596,8103,7810,8055,7591,7496,7154,6777,6678,6818,6803,6882,7330,7308,6796,6170,5555,5225
7/14/2022,4986,4972,4841,4719,5271,5751,7381,7881,7698,7664,8075,7250,6642,6450,6384,6517,6399,6427,7036,7053,6656,6121,5556,5065
7/15/2022,4794,4727,4722,4778,5113,6104,7539,8272,8007,8414,8253,7665,7184,6984,7041,6945,6899,6801,7381,7362,7292,6176,5994,5248
7/16/2022,5277,5190,5006,5076,5320,6148,7302,7739,8057,8646,7967,7838,7447,7044,6908,6661,6495,6551,7024,7114,6701,6299,5862,5450
7/17/2022,5220,5235,5148,5185,5456,5870,6484,7195,7502,7642,7363,7126,7069,6709,6440,6431,6013,5892,6412,6550,6026,5698,5153,4906
7/18/2022,4754,4696,4676,4981,5170,6013,7439,7999,8142,8750,8120,8106,7411,7175,7337,7419,7236,7132,7357,6670,6732,6182,5900,5543
7/19/2022,5298,5168,5132,5191,5681,6338,8235,8990,8693,9180,8658,8760,8218,7837,7813,7958,7457,7256,7448,7512,7312,6769,6395,5866
7/20/2022,5978,5685,5498,5641,5956,6765,8483,9017,9104,9354,9146,9011,8879,8520,7680,7973,5767,6820,7516,7963,7140,6684,6302,5850
7/21/2022,5778,5780,5642,5597,5980,6709,8365,8981,9171,9189,9274,8931,8720,8580,8583,8485,8149,7712,8073,8085,7425,6912,6583,6454
7/22/2022,6144,5875,5773,5967,6337,7147,8927,9630,9619,10360,10140,9752,9241,8984,8723,8224,7871,7537,7596,7996,7426,6730,6684,6290
7/23/2022,6128,5815,5812,5880,6231,6950,8217,8710,9078,9565,9248,9123,8900,8613,8493,8122,7869,7584,7494,7791,7440,7001,6563,6219
7/24/2022,6179,5944,5827,5992,6166,6664,7111,7712,8272,8734,8539,8094,8058,7477,7538,7189,6769,6564,6748,7178,7055,6364,6063,5759
7/25/2022,5645,5413,5508,5690,5961,6784,8634,9394,9507,10106,9968,9860,9524,9115,9200,9079,8286,7662,7819,8271,7728,7355,6983,6616
7/26/2022,6288,6134,6033,6111,6376,7172,8702,9498,9667,9706,10173,9772,9862,9386,9471,9173,8767,8126,8388,8065,7780,7273,6786,6490
7/27/2022,6586,6373,6303,6363,6706,7258,8569,9111,9682,10295,10070,10218,9810,9510,9477,9051,8653,7949,8425,8008,7725,7461,6926,6316
7/28/2022,6216,5946,5979,5966,6215,6804,8521,8612,8821,8905,8866,8710,9023,8781,8802,8733,8217,8014,8282,8057,7915,7500,6785,6462
7/29/2022,6236,5958,5928,5939,6233,7030,8010,8541,9000,9668,9618,9586,9237,8831,9063,8885,8300,8133,8429,8051,7600,6898,6423,6252
7/30/2022,5943,5676,5555,5559,5797,6142,7030,7669,8070,8763,8482,8156,8502,8367,8493,8425,7764,7550,8376,8296,7346,6497,5994,5963
7/31/2022,5815,5674,5482,5466,5756,6084,6177,7008,7478,7712,7654,7533,7231,7082,6866,6904,6504,6516,6937,7069,7003,6283,5951,5520
,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2022,5351,5236,5192,5220,5620,6428,7531,8110,8153,8470,8391,7964,8138,7974,8189,8124,7747,7471,8163,7932,7749,6877,6353,5467
8/2/2022,5472,5292,5354,5230,5346,5796,7062,7331,7670,7844,7511,7347,7123,7077,7226,7485,7518,7436,7795,7129,7286,6824,6144,5850
8/3/2022,5640,5323,5207,5314,5564,5878,7387,7824,7889,8159,7657,7402,7404,7256,6775,7190,7281,7175,7489,7694,7163,6569,6137,5725
